PassengerId,CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Cabin_num,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Side_P,Side_S,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e
0020_02,1,1.409267265064678,0,-0.35292955903944406,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,0,-1.1866270733051474,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0020_03,1,0.014623465128742697,0,-0.35292955903944406,-0.2873140387436576,4.7577024769416013e-17,-0.27666342233874663,-0.26902262771835533,0,-1.1866270733051474,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0020_04,0,-1.3102881448103958,0,-0.35292955903944406,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,1,-1.1866270733051474,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0020_05,1,-1.9378778547815667,0,0.6531120975233812,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,0,-1.1866270733051474,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0020_06,0,-1.5194847148007862,0,-0.35292955903944406,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,0,-1.1866270733051474,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0022_01,0,-0.5432340548456314,0,1.1258385586396935,-0.2860596037415227,-0.17531325079506205,-0.27666342233874663,-0.26902262771835533,0,-1.1866270733051474,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
0024_01,1,2.3157857350230358,0,-0.35292955903944406,-0.2873140387436576,4.7577024769416013e-17,-0.27666342233874663,-0.26902262771835533,1,-1.182674072069285,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0025_01,0,-0.961627194826412,0,-0.35292955903944406,-0.1461901010034898,-0.290817025018365,0.6107543960066318,-0.26902262771835533,0,-1.1747680695975606,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0026_01,0,0.3632844151127265,0,-0.31973272374460626,3.5217778452387374,-0.290817025018365,1.0020007287440733,0.020424756446282964,0,-1.1866270733051474,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
0028_01,0,0.9908741250838974,0,1.3446358821738515,-0.2873140387436576,-0.06315741205649252,-0.23398200422193485,-0.26902262771835533,0,-1.1708150683616985,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
0030_01,0,0.22382003511913298,0,-0.35292955903944406,0.24582083716364292,-0.15522563788666155,0.11191532176639404,0.13073244858219696,0,-1.1787210708334228,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0031_01,0,1.2698028850710845,0,-0.030014888444203823,-0.2873140387436576,2.071151459461062,-0.27666342233874663,0.8155226013619511,1,-1.1688385677437674,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
0031_02,0,-1.8681456647847698,0,-0.35292955903944406,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,1,-1.1688385677437674,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
0031_03,0,-0.6129662448424282,0,0.6531120975233812,-0.2873140387436576,2.638626524123376,0.6036408263204965,-0.26902262771835533,1,-1.1688385677437674,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
0034_01,1,-0.05510872486805407,0,-0.35292955903944406,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,1,-1.1846505726872163,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
0035_01,0,-0.4037696748520379,0,0.8300849351038659,0.31732363228532795,-0.290817025018365,0.568962174100587,-0.26902262771835533,0,-1.1846505726872163,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
0036_01,0,-0.961627194826412,0,-0.35292955903944406,0.021276971781509304,-0.21046657338476296,-0.2588794981234084,0.08484444865365674,0,-1.1708150683616985,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0038_01,0,-0.6129662448424282,0,0.48302711156692557,-0.16500662603551217,-0.290817025018365,2.0405819029198264,-0.26902262771835533,0,-1.166862067125836,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0039_01,1,0.08435565512553946,0,-0.35292955903944406,-0.2873140387436576,4.7577024769416013e-17,-0.27666342233874663,-0.26902262771835533,0,-1.1846505726872163,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
0041_01,1,-0.8221628148328185,0,-0.35292955903944406,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,1,-1.182674072069285,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
0043_01,0,1.130338505077491,0,-0.35292955903944406,-0.18445036856860195,-0.21548847661186307,1.95610826289697,0.4854819864912964,0,-1.180697571451354,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0044_01,1,1.8276604050454586,0,-0.35292955903944406,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,0,-1.180697571451354,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
0044_02,1,-1.7286812847911763,0,-0.35292955903944406,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,1,-1.180697571451354,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
0044_03,1,-0.5432340548456314,0,-0.35292955903944406,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,1,-1.180697571451354,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
0045_01,0,-0.5432340548456314,0,1.1107490880511308,-0.2873140387436576,0.010497168607642696,-0.27666342233874663,-0.21254508934476737,0,-1.166862067125836,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
0045_02,1,-0.682698434839225,0,-0.35292955903944406,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,1,-1.166862067125836,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
0050_01,0,0.4330166051095233,0,0.8391386174570036,-0.2873140387436576,-0.290817025018365,-5.0544952658066925e-17,-0.26902262771835533,0,-1.1846505726872163,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0051_01,0,1.8973925950422554,0,-0.35292955903944406,-0.2170656786241074,-0.290817025018365,0.9495381523088254,-0.15695001250826673,0,-1.182674072069285,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0052_01,0,-0.12484091486485083,0,-0.346893770804019,-0.2873140387436576,-0.2874690895336316,3.8874424326827035,-0.26902262771835533,0,-1.1747680695975606,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0053_01,0,-0.26430529485844434,0,-0.35292955903944406,-0.2873140387436576,2.9533324596883177,-0.27666342233874663,-0.268140166181268,1,-1.164885566507905,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0056_01,0,-1.8681456647847698,0,-0.35292955903944406,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,1,-1.1846505726872163,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0056_02,1,0.6422131750999136,0,-0.35292955903944406,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,1,-1.1846505726872163,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0056_03,0,-0.12484091486485083,0,0.06806667038145325,0.0921525494021269,5.357150137726913,-0.022353306059409713,-0.26637524310709343,1,-1.1846505726872163,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0058_01,1,0.5027487951063201,0,-0.35292955903944406,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,0,-1.1727915689796296,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0061_01,0,-0.47350186484883466,0,-0.2850269413909122,0.4001163424262264,-0.043069799148092,0.9477597598872917,-0.268140166181268,0,-1.162909065889974,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0062_01,0,2.3157857350230358,0,-0.35292955903944406,0.08399872188825054,-0.290817025018365,-0.26154708675570915,-0.24696108929117255,0,-1.1609325652720428,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0064_01,1,-0.961627194826412,0,-0.35292955903944406,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,1,-1.1589560646541117,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
0064_02,1,0.29355222511592977,0,-0.35292955903944406,-0.2873140387436576,4.7577024769416013e-17,-0.27666342233874663,-0.26902262771835533,1,-1.180697571451354,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0066_01,0,2.3157857350230358,0,-0.35142061198058777,-0.1913497610803435,0.038954620227876754,-0.27666342233874663,0.13690967934180814,0,-1.1747680695975606,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
0067_01,1,-2.0076100447783634,0,-0.35292955903944406,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,1,-1.166862067125836,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0067_02,0,-0.7524306248360217,0,-0.35142061198058777,-0.12549192346826518,0.45577258807718746,-0.27666342233874663,-0.26902262771835533,1,-1.166862067125836,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0067_03,0,-0.5432340548456314,0,2.583481417494843,-0.2641069912041633,-0.290817025018365,-0.27666342233874663,-0.24784355082825987,0,-1.1569795640361806,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0068_01,0,-0.12484091486485083,0,0.8436654586335723,-0.2873140387436576,-0.2874690895336316,-0.05169678101471782,-0.26902262771835533,0,-1.1787210708334228,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
0069_01,0,0.9211419350871006,0,0.9855064821660611,-0.2873140387436576,-0.2757513153370646,-0.27132824507414516,-0.26902262771835533,1,-1.1550030634182495,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0070_01,0,-0.682698434839225,0,-0.06622961785675413,-0.2873140387436576,-0.2824471863065315,-0.27577422612797975,0.37164444820703313,0,-1.1609325652720428,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0071_01,0,-0.8221628148328185,0,-0.32878640609774384,1.0706118510672902,-0.290817025018365,-0.27666342233874663,-0.22313462778981513,0,-1.1589560646541117,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0072_01,0,-1.0313593848232088,0,-0.35292955903944406,-0.28668682124259015,-0.290817025018365,-0.27666342233874663,0.6690339862054573,0,-1.1530265628003185,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0073_01,0,0.5724809851031168,0,-0.28351799433205593,-0.23525498615506235,0.9445711688482666,-0.27666342233874663,-0.2584330892733076,0,-1.180697571451354,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
0074_01,0,0.9211419350871006,0,-0.35142061198058777,4.979431317719404,-0.290817025018365,-0.27666342233874663,0.17750291004782448,1,-1.180697571451354,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0076_01,0,-0.12484091486485083,0,-0.1311143413875734,-0.2873140387436576,1.4132821367109452,-0.27666342233874663,-0.26902262771835533,1,-1.1510500621823874,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
0077_01,0,-0.05510872486805407,0,-0.33180430021545637,-0.2873140387436576,1.8769712013465236,-0.27666342233874663,-0.26902262771835533,1,-1.1569795640361806,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
0078_01,0,0.6422131750999136,0,-0.35292955903944406,3.3756361674900304,-0.290817025018365,0.008768561317432217,8.250261051322553,0,-1.1787210708334228,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0081_01,1,-1.1010915748200056,0,-0.35292955903944406,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,0,-1.1609325652720428,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0082_01,0,0.9211419350871006,0,10.822332358850037,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,0,-1.1550030634182495,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
0082_02,1,-1.8681456647847698,0,-0.35292955903944406,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,1,-1.1550030634182495,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
0082_03,0,-1.4497525248039893,0,-0.35292955903944406,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,1,-1.1550030634182495,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
0084_01,0,-0.33403748485524115,0,0.6852260174536647,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.25402078158787106,1,-1.1589560646541117,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0085_01,1,0.7816775550935071,0,-0.35292955903944406,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,1,-1.1767445702154917,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0086_01,0,0.9908741250838974,0,-0.03454172962077261,-0.2873140387436576,-0.290817025018365,0.29064376013054344,0.18368014080743567,0,-1.1530265628003185,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0088_01,1,1.130338505077491,0,-0.35292955903944406,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,1,-1.1767445702154917,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
0090_01,1,0.4330166051095233,0,-0.35292955903944406,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,1,-1.1569795640361806,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0091_01,1,-0.19457310486164758,0,0.6531120975233812,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,1,-1.1550030634182495,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0091_02,0,-0.12484091486485083,0,-0.35142061198058777,0.14985655950032883,-0.23892402500499701,-0.10949453471456712,-0.26902262771835533,0,-1.147097060946525,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0092_01,0,-0.682698434839225,0,-0.35292955903944406,-0.2873140387436576,0.8307413623673304,-0.27577422612797975,-0.23901893545738676,0,-1.1688385677437674,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
0092_02,1,-2.0076100447783634,0,-0.35292955903944406,-0.2873140387436576,4.7577024769416013e-17,-0.27666342233874663,-0.26902262771835533,1,-1.1688385677437674,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
0092_03,1,-1.7984134747879732,0,-0.35292955903944406,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,1,-1.1688385677437674,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
0097_01,0,1.7579282150486617,0,-0.35292955903944406,0.4703647025457766,-0.290817025018365,-0.2739958337064459,0.29310537140626236,0,-1.182674072069285,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0098_01,0,-0.19457310486164758,0,-0.35292955903944406,0.2495841421700474,-0.2824471863065315,-0.24820914359420546,-0.26902262771835533,0,-1.164885566507905,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
0098_02,0,-0.19457310486164758,0,-0.35292955903944406,1.4757943567568386,1.311170104426576,-0.27666342233874663,-0.1922484739917592,1,-1.164885566507905,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
0099_01,0,-0.4037696748520379,0,0.11635297626485366,-0.019492165787872502,0.5896900074665242,-0.2437631625403709,-0.26902262771835533,0,-1.149073561564456,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0099_02,0,-1.8681456647847698,0,-0.35292955903944406,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,1,-1.162909065889974,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
0101_01,1,0.15408784512233623,0,-0.35292955903944406,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,1,2.2470210500740824e-16,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
0102_01,0,-0.7524306248360217,0,-0.35292955903944406,-0.2873140387436576,-0.290817025018365,0.46136943259779056,-0.18871862784340995,0,-1.1411675590927317,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0103_01,0,-0.33403748485524115,0,-0.35292955903944406,3.565318713000422e-17,-0.290817025018365,-0.27666342233874663,-0.25402078158787106,1,-1.1391910584748006,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0103_02,1,-1.3800203348071927,0,-0.35292955903944406,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,1,-1.1510500621823874,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
0103_03,1,-1.5892169047975828,0,-0.35292955903944406,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,0,-1.1510500621823874,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0105_01,0,-0.12484091486485083,0,-0.35292955903944406,-0.2873140387436576,0.6633445881306594,-0.2748850299172128,-0.15342016635991748,0,-1.1451205603285939,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0107_01,0,-0.5432340548456314,0,2.277165164547022,-0.2841779512383205,-0.26235957339813093,-0.27666342233874663,-0.26902262771835533,0,-1.182674072069285,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
0108_01,1,-0.4037696748520379,0,-0.35292955903944406,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,0,-1.149073561564456,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0108_02,0,0.15408784512233623,0,0.4950986880377756,-0.2873140387436576,0.25489645899318225,-0.27666342233874663,-0.26902262771835533,0,-1.149073561564456,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0108_03,0,-2.0076100447783634,0,-0.35292955903944406,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,1,-1.149073561564456,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0110_01,0,0.22382003511913298,0,-0.35292955903944406,-0.03015486330601851,-0.28077321856416476,3.216988489764452,0.40517798661635096,0,2.2470210500740824e-16,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0110_02,0,0.7816775550935071,0,-0.35292955903944406,-0.07970504589034409,-0.290817025018365,-0.27666342233874663,1.21968998534794,0,-1.1767445702154917,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0110_03,0,0.9211419350871006,0,2.9803344939740404,6.874255388444057,-0.290817025018365,1.3843550993738456,0.12367275628549847,1,-1.1767445702154917,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0110_04,1,-0.05510872486805407,0,-0.35292955903944406,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,1,-1.1767445702154917,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0111_01,1,0.014623465128742697,0,-0.35292955903944406,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,1,-1.1747680695975606,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0112_01,0,1.3395350750678812,1,-0.35292955903944406,1.3039367614643675,-0.14518183143246127,-0.26154708675570915,-0.2575506277362203,1,-1.1846505726872163,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
0113_01,0,2.4552501150166295,0,-0.35292955903944406,-0.2873140387436576,1.0550530398444695,-0.27666342233874663,-0.26902262771835533,1,-1.1411675590927317,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0114_01,0,-0.12484091486485083,0,-0.2291959002132305,-0.18884089107607382,0.42731513645695335,-0.06503472417622151,-0.268140166181268,0,-1.147097060946525,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0115_01,0,-0.19457310486164758,0,-0.35292955903944406,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-1.0032426156241308e-16,1,-1.1391910584748006,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
0116_01,0,0.29355222511592977,0,-0.35142061198058777,1.1069904661292,-0.290817025018365,-0.2659930678095437,0.08749183326491868,1,-1.1787210708334228,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0119_01,0,0.7119453650967104,0,-0.35292955903944406,1.182883783758357,-0.290817025018365,-0.21886566863889734,5.818197055109922,0,-1.1866270733051474,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0119_02,1,-1.1010915748200056,0,-0.35292955903944406,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,1,-1.1866270733051474,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0120_01,1,-0.33403748485524115,0,-0.35292955903944406,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-1.0032426156241308e-16,1,-1.1372145578568695,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
0122_01,0,0.014623465128742697,0,-0.35292955903944406,-0.2873140387436576,-0.290817025018365,0.3448847289873251,-0.20372047397389426,0,-1.1451205603285939,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0123_01,0,-0.7524306248360217,0,-0.2699374708023496,0.0871348093935876,-0.20879260564239624,-0.27666342233874663,-0.268140166181268,0,-1.1332615566210074,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0126_01,1,2.66444668500702,0,-0.35292955903944406,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,1,-1.1332615566210074,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
0127_01,0,0.4330166051095233,0,0.7048423292187962,-0.2873140387436576,0.204677426722181,-0.27666342233874663,-0.24696108929117255,0,-1.1727915689796296,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
0128_01,0,2.246053545026239,1,3.1976228704493423,-0.07782339338714185,-0.2757513153370646,0.0043225802635976545,-0.26725770464418075,0,-1.180697571451354,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
0128_02,0,1.130338505077491,0,2.8203861057352766,-0.2835507337372531,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,0,-1.1708150683616985,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
